rating,time,software_type,author,country_id,language,content,url,Sentiment(From Appbot)
1,2019-07-28,google_play,이선형,147,ko,아이디가 기억 안나서 찾기했는 앞글자 세자리만 알려주면 어쩌자는 겁니까? 아이디가 기억이 안난다고요?,https://appbot.co/apps/2127682/reviews/1278241665,negative
1,2019-07-28,google_play,김현우,147,ko,불편해요,https://appbot.co/apps/2127682/reviews/1278241666,negative
1,2019-07-28,google_play,취사야전,147,ko,"따릉이는 다 좋은데, 앱이 문제다.",https://appbot.co/apps/2127682/reviews/1278241667,mixed
1,2019-07-27,google_play,조디디,147,ko,삼성페이도 안됨,https://appbot.co/apps/2127682/reviews/1278241668,negative
1,2019-07-27,google_play,O Hyun Kwon,147,ko,전문대 컴공과1학년이 만들었나;;,https://appbot.co/apps/2127682/reviews/1278241669,negative
1,2019-07-27,google_play,Seulki Park,147,ko,진심 사업예산을 이딴식으로 쓰는 이유를 모르겠다 윗대가리들은 자기얘기 아닌줄 알겠지? 이딴 UI를 보려고 내가 지방소득세를 내는게 정말 이해가 안된다 엄지손가락 위치에 도움말이 있는것부터 담당자가 얼마나 UI에 대한 이해가 없는지 대표적으로 알수있는 대목. 예산늘리고 대규모 개선해라 제발 현 담당 업체 갈아치우고,https://appbot.co/apps/2127682/reviews/1278241670,negative
1,2019-07-27,google_play,고말랭,147,ko,"별 한개도 아까워요^^ 이용권 구매법, 사용법은 처음 앱 받았을때 알려줘야 되는 부분 아닌가요? 자동로그인은 왜 만드신거죠? 앱 들어갈때마다 로그아웃 되어있는데^^ 대여소 위치 아무리 검색해도 안나와요ㅎㅎㅎㅎㅎ총체적 난국인 앱",https://appbot.co/apps/2127682/reviews/1278241671,negative
1,2019-07-25,google_play,뀨뀨,147,ko,앱에서 정류소 검색 안돼서 몇십분 동안 개고생했네요; 기본적인 것도 안되면 어플 왜 있는지?,https://appbot.co/apps/2127682/reviews/1278241672,negative
1,2019-07-23,google_play,HImChanPark,147,ko,어플이 굉장히 부실합니다. 카톡아이디로 로그인하는데 중간중간 무한로딩 걸리고 튕기는일이 매우 잦습니다. 이문제때문에 네이버에서 따릉이 사이트로 로그인해서 쓰는일이 빈번합니다. 또한 카톡아이디는 자동로그인이 안되는것도 불편합니다,https://appbot.co/apps/2127682/reviews/1278241673,negative
2,2019-07-23,google_play,엘시우,147,ko,구글 플래이스토어에서 업데이하라구 표시가 없는뎅 원스토어 에서는 왜 업데이트 하라구 나오나요 업데이 하는것면 구글 플래이스토어에서도 업데이트 표기가 나와야징 여기는 없고 원스토어에는 업데이트 하라구 합니까. 어떻게 맞은것가요 캐시비 사용자도 많은뎅 왜 그것루 결제 못하나요 해결 좀 해줘요,https://appbot.co/apps/2127682/reviews/1278241674,negative
1,2019-07-23,google_play,홍시영사랑함,147,ko,로그인을 하려고 눌렀는데 자꾸 초기화면이랑 로그인화면이랑 왔다갔다하면서 로그인은 안되고 오류만 뜹니다. 도대체 어떻게 끊으라는 거죠;;;;;;;;;,https://appbot.co/apps/2127682/reviews/1278241675,negative
1,2019-07-22,google_play,이은복,147,ko,쓰레기같은 서비스 안내는 대충 해놓고 조치는 안취하는 쓰레기중의 쓰레기,https://appbot.co/apps/2127682/reviews/1278241676,negative
1,2019-07-22,google_play,정진호,147,ko,"기획, UI, UX 다엉망에 사용하기도 너무 불편하고 제대로 작동안하는 기능들도 있고 어느 업체에서 개발했는지 이용률이 적은 앱도 아니고 리뉴얼이 필요해 보입니다.",https://appbot.co/apps/2127682/reviews/1278241677,negative
1,2019-07-22,google_play,달띠,147,ko,사용하라는겁니까 말라는겁니까? 이거 하니 사용하자고 어플 두개나 깔고 이용권 구매 어플을 더 늘리시던지 하세요 편리를 위해 사용하라는게 오히려 번거럽고 어렵게 느껴지네요.,https://appbot.co/apps/2127682/reviews/1278241679,negative
1,2019-07-22,google_play,기태환,147,ko,아 이거 업데이트 안 하나? UI/UX 너무 불편한데,https://appbot.co/apps/2127682/reviews/1278241682,negative
1,2019-07-21,google_play,argus 2589,147,ko,진짜 앱 불편하게만들었다.... 돈아깝다 돈아까워 에휴,https://appbot.co/apps/2127682/reviews/1278241685,negative
1,2019-07-21,google_play,지난스튜디오,147,ko,따릉이네어머니가... 관리좀해주세요... 요즘 다혈질이라 들어가지질 않아요...,https://appbot.co/apps/2127682/reviews/1278241703,negative
1,2019-07-20,google_play,신현준,147,ko,돈 좀 더 주고 ㅋ 앱처럼 만들지... 이게 뭐람ㅋ 서울 붙이고,https://appbot.co/apps/2127682/reviews/1278241709,negative
1,2019-07-20,google_play,Y P,147,ko,아니 사용하라고 만든거임?? 사용하기 드럽게 거지같고만,https://appbot.co/apps/2127682/reviews/1278241712,negative
2,2019-07-19,google_play,빵식TV,147,ko,사용하긴 좋은데 어플은 진짜 형편없어요. 앱이 아니라 그냥 폰으로 익플 보는 느낌이고 인터페이스도 구리고 서버도 어찌나 느린지...하다가 화딱지나요,https://appbot.co/apps/2127682/reviews/1278241714,negative
1,2019-07-18,google_play,황지성,147,ko,쓰레기앱. 사용자를 위한 설명이라곤 빈약한 돈내는방법 설명 뿐이며 앱자체도 오류가 계속뜬다. 말 그대로 쓰레기,https://appbot.co/apps/2127682/reviews/1278241771,negative
5,2019-07-17,google_play,HyungMin Yun,147,ko,자동로그인 가능하게 좀 해주세요.. 로그인 풀려있으니 너무 힘드네요 로긴하기,https://appbot.co/apps/2127682/reviews/1278241779,mixed
1,2019-07-17,google_play,강교준,147,ko,진짜 로딩중입니다 한두번뜨는것도 아니고 2번중 1번꼴로 나오니까 맨날 지웠다깔고 시간허비하고 어플 진짜 뭣같이 만들었네요.이게 정령 서울시에서 운영하는 어플이 맞나싶을정도로 쓰레기네,https://appbot.co/apps/2127682/reviews/1278241781,negative
1,2019-07-16,google_play,하별이,147,ko,다운로드 안됨,https://appbot.co/apps/2127682/reviews/1278241782,negative
1,2019-07-16,google_play,Su Ra,147,ko,21세기 UI가 아닙니다. 그렇다고 구시대 UI도 아닙니다. 그냥 저세상 UI 입니다. 느린 속도? 잦은 오류? 그런건 둘째치고 그냥 UI 자체가 어디서도 본적이 없었을만큼 독보적으로 구립니다. 메뉴배치도 하나 누를때마다 사라져서 뒤로 가야하고 뒤로가기도 누르면 누를수록 속이 터지는 상황이 지속됩니다. 개선이 아니라 싹 그냥 새로 뜯어고쳐야 할 수준입니다. 따릉이 자체는 정말 잘 이용하고 있는데 그중에 기본이자 핵심인 앱 편의성은 진짜 최악을 넘어서 도대체 세금으로 만들긴했나 싶을 정도입니다. 앱은 환골탈퇴가 아니고는 답이 없네요.,https://appbot.co/apps/2127682/reviews/1278241783,negative
1,2019-07-16,google_play,Obama Trump,147,ko,이거 만든 인간 평생 따릉이 타고 다니게 해야됨 ㄹㅇ 내가 15분 기다려서 탈려는거 앱 오류나서 기다리고있는데 다른사람이 오자마자 내가 기다리던 따릉이 눈앞에서 가져감 공지하나 쳐 띠우는데 5분걸리게 할거면 할복하는게 나을듯 진심입니다. 이거 서버 관리하는 사람도 나가디지세요,https://appbot.co/apps/2127682/reviews/1278241784,negative
1,2019-07-16,google_play,minyoung cha,147,ko,어플 거지같음. 유아이 개선좀,https://appbot.co/apps/2127682/reviews/1278241785,negative
1,2019-07-15,google_play,정두제,147,ko,가입후 며칠째 로그인 오류로 이용도 못 하고있어요 다시 가입하려해도 이미 등록된 번호라 이도저도 못 하고있습니다.,https://appbot.co/apps/2127682/reviews/1278241786,negative
1,2019-07-14,google_play,김배은근,147,ko,로그인.....,https://appbot.co/apps/2127682/reviews/1278241787,negative
1,2019-07-14,google_play,World Ghost,147,ko,내 인생 최악의 어플리케이션임....,https://appbot.co/apps/2127682/reviews/1278241788,negative
1,2019-07-13,google_play,이지현,147,ko,별한개도 아깝다. 내가 본 앱중에 젤 사용도 어렵고 자전거 거치대ㅔ 가면 오류나는 경우도 너무 많다. 서울시한테 실망하게 된 앱,https://appbot.co/apps/2127682/reviews/1278241789,negative
1,2019-07-13,google_play,늅늅이,147,ko,앱 누가 만들고 누가 관리합니까? 화면이 다음으로 넘어가질 않음 ㅡㅡ..... 쓸때마다 재설치해야되는데 이걸 쓰라고 만든건지 모르겠네요 ㅡㅡ,https://appbot.co/apps/2127682/reviews/1278241790,negative
1,2019-07-13,google_play,홍익이,147,ko,(급) 네이버로그인 들어간후 종료가 제대로 안되어서 어플 다시 시작할때 계속 오류나요. 시급히 수정할 필요있어보이네요.,https://appbot.co/apps/2127682/reviews/1278241791,negative
1,2019-07-12,google_play,ᄋᄋᄋᄋ,147,ko,1시간째 1천원으로 시민 돈 뜯어먹으니까 정부는 개꿀일듯 타임스퀘어에서 자전거 타고 가려고 했더니만 어라 로그인도 달팽이고 겨우 다했더니 돈을 내야돼네^^ 대한민국 정신차려 국민인 나도 부끄러우니까,https://appbot.co/apps/2127682/reviews/1278241796,negative
1,2019-07-12,google_play,flame91,147,ko,아니 예약해놓은 자전거 탈려고 찾아가보면 없음ㅋㅋㅋㅋ 종로에서만 벌써 두 번째다. 앱 발로 만들었냐??,https://appbot.co/apps/2127682/reviews/1278241800,negative
1,2019-07-12,google_play,이충헌,147,ko,최악의 앱..이걸 기획한 인간은 도대체 무슨 생각으로...,https://appbot.co/apps/2127682/reviews/1278241802,negative
1,2019-07-12,google_play,KITO,147,ko,빌릴때마다 자전거앞에서 폰만쳐다보고있습니다 ㅋㅋㅋㅋㅋ 정말 총체적 난국인 어플,https://appbot.co/apps/2127682/reviews/1278241809,mixed
1,2019-07-12,google_play,Chanho Kim,147,ko,어플이 로딩중이라고 뜨고 멈춥니다 이런 현상이 자주 발생합니다 아래글에도 많이 올라왔는데 개선이 전혀안되나보네요? 사용시 상당히 불편하고 짜증나네요 필히 개선바랍니다,https://appbot.co/apps/2127682/reviews/1278241811,negative
1,2019-07-11,google_play,Becky Roe,134,en,"Terrible app for foreigners. the app has an ""English"" UI but if there is any issue or error they are in Korean. i can't even set it up to rent a bike. uninstalled",https://appbot.co/apps/2127682/reviews/1278241210,negative
5,2019-07-10,google_play,Joon Chun,134,ko,아무 이상없이 잘 되요,https://appbot.co/apps/2127682/reviews/1278241214,positive
1,2019-07-09,google_play,YOUNGWE CHOI,147,ko,버그투성이에 UX도 최악이네요.,https://appbot.co/apps/2127682/reviews/1278241815,negative
1,2019-07-09,google_play,서정훈,147,ko,앱 정말 거지같아요 앱이용으로 돌아가는 시스템인데 그중추적인 역할을 담당하는 앱이 이렇게 부실해서 어떡합니까?? 이런 글써서 담당자가 보지도 않을거 같지만 세금으로 운영되는거면 손 좀 봅시다,https://appbot.co/apps/2127682/reviews/1278241818,negative
1,2019-07-09,google_play,박성준,147,ko,다운도 안되는데 멀 쓰라는건지 앱 그지같이 만들어놓고 머하는거야,https://appbot.co/apps/2127682/reviews/1278241823,negative
1,2019-07-08,google_play,YUB KANG,147,ko,다른 많은 분들이 말씀해주신 것처럼 로딩중 화면에서 넘어가지 않는 것이 최소 1분 이상입니다... 따릉이 어플 때문에 따릉이를 이용하지 못한 적이 많아 불편합니다. 단순한 어플인데 속도나 안정성이 많이 떨어지는 것 같습니다. 개선 부탁드려요.,https://appbot.co/apps/2127682/reviews/1278241834,negative
1,2019-07-07,google_play,Yongkyu Kim,147,ko,다운도 안되고..,https://appbot.co/apps/2127682/reviews/1278241842,negative
1,2019-07-07,google_play,이하준,147,ko,너무 렉 심하고 로그인도 안됨,https://appbot.co/apps/2127682/reviews/1278241847,negative
1,2019-07-07,google_play,김선우,147,ko,로그인 부터 사용자 경험 최악이네요. 국가에서 능력없는 개발자들 외주로 써서 만든 느낌입니다. 하루빨리 카카오바이크로 모두 대체되길 기다릴 뿐입니다.,https://appbot.co/apps/2127682/reviews/1278241849,negative
1,2019-07-06,google_play,young-wook cho,147,ko,회원가입하다 멈춰버림...그지같은 앱이네요,https://appbot.co/apps/2127682/reviews/1278241853,negative
1,2019-07-06,google_play,juhyoung Lee,147,ko,발로 만든 앱,https://appbot.co/apps/2127682/reviews/1278241855,negative
1,2019-07-06,google_play,김동은,147,ko,회원가입을 SNS로 하는 순간부터 자동로그인 기능은 없는것이나 마찬가지... 자동로그인하려고 카카오톡에 연결된 계정을 연결끊었는데도 데이터베이스에 삭제가 안됬는지 새로 가입도 안됨;; 이럴거면 앱 외주맡겨서 만들어줬으면 싶은디... 무슨 당장 스타트업하는 기업에서 만든 앱보다 인터페이스가 못 합니다,https://appbot.co/apps/2127682/reviews/1278241857,negative
1,2019-07-06,google_play,전수빈,147,ko,설치하자마자는 잘 되는데 두번째부터 계속 기다려도 로딩중이라고만 떠서 매번 사용할 때마다 지웠다가 다시 깔아야해서 힘드네요...,https://appbot.co/apps/2127682/reviews/1278241860,negative
1,2019-07-06,google_play,Dong won Byun,147,ko,공무원들의 안이한 사고방식이 이딴 어플이 등재되어도 직접 사용해보지 않으니 도대체 뭐가 문제인지 모르시나봅니다. 자주 사용하는 결제수단 등록도 없고 결제후 비밀번호 누르려고하면 자전거대여 화면이 빛보다 빠르게 사라지는 너무 졸속운영,https://appbot.co/apps/2127682/reviews/1278241862,negative
1,2019-07-06,google_play,아루aru,147,ko,맨날 로그인 로딩만걸리고 앱이 안도네.. 1년 결재했는데 환불어떻게 받나요?,https://appbot.co/apps/2127682/reviews/1278241864,negative
1,2019-07-05,google_play,Hoilok Kim,147,ko,앱이 불안정합니다. 재개발 또는 수정바랍니다. 서울시 훌륭한 따릉이 자전거에비해.. 앱은 좀... 부실하네요,https://appbot.co/apps/2127682/reviews/1278241867,neutral
1,2019-07-05,google_play,Daniel,147,ko,저기요 진짜 이 시간에 공지도 없이 무한로딩이면 집 어떻게 가라는겁니까 정기권도 끊어놨는데 광리 제대로 안하나여 진짜 화나네요 돈,https://appbot.co/apps/2127682/reviews/1278241869,negative
1,2019-07-05,google_play,이동우,147,ko,아니 자전거 단체권 빌려서 갔는데 자전거가 한대도 없고 대여 했다고 카톡오는건 무슨 경우?,https://appbot.co/apps/2127682/reviews/1278241871,negative
1,2019-07-05,google_play,강상희,147,ko,로그인 되지도 않음. 뭔가 오류창이 떳는데 로딩중 창에 가려서 보이지도 않고 쉬레기급 앱,https://appbot.co/apps/2127682/reviews/1278241875,negative
1,2019-07-04,google_play,Shimo Yang,147,ko,안타까움,https://appbot.co/apps/2127682/reviews/1278241877,negative
1,2019-07-03,google_play,김수하,147,ko,아 최악이다. 비회원 구매도 못하게 앱 작동도 안되고 아무리 결제를 하려고 해도 되지 않는다.,https://appbot.co/apps/2127682/reviews/1278241880,negative
1,2019-07-03,google_play,Epigen,147,ko,자동로그인 안돼서 매번 새로로그인 해야하고 카톡 연동해도 매번 아이랑 비번 쳐야하고 UI도 불편해요,https://appbot.co/apps/2127682/reviews/1278241885,negative
2,2019-07-03,google_play,이정현,147,ko,서비스 자체는 좋은데 앱 품질이 너무 별로에요,https://appbot.co/apps/2127682/reviews/1278241887,negative
1,2019-07-02,google_play,이헌명,147,ko,어떻게 쓰는건지 하나도 모르게 만들어놨어,https://appbot.co/apps/2127682/reviews/1278241890,negative
1,2019-07-02,google_play,BR L,147,ko,대학생이 만들어도 이것보다 잘 만들꺼다. 진심 국정감사 필요하다고 생각되는 앱. 느린데다가 로그인은 풀리고 심지어 흔하디 흔한 자동로그인 기능도 없음ㅋㅋㅋㅋ 지도는 실시간 갱신도 안되는 주제에 새로고침 버튼도 없는 건 뭔 근자감이지?? qr코드 찍으려면 플래시도 꺼짐 ㅋㅋㅋㅋ 대여할려면 인식도 안되서 대여가 안되는게 흔함 ㅋㅋㅋㅋ 200만원이면 만들 수준의 허접한 앱에 예산 20억은 들어갔겠지 누구 호주머니에 들어갔는지는 모르겠지만 눈먼돈을 이렇개 챙기는거리고 보여주는 앱,https://appbot.co/apps/2127682/reviews/1278241930,negative
1,2019-07-02,google_play,odlful,147,ko,씌레기같은 앱 어떻게 이렇게 만들지,https://appbot.co/apps/2127682/reviews/1278241932,negative
1,2019-07-01,google_play,김다희,147,ko,자동로그인 풀려있어서 계속 로긴해야되네요 개빡침...,https://appbot.co/apps/2127682/reviews/1278241934,negative
2,2019-06-30,google_play,양명숙,147,ko,비번찾기가 전혀 안돼요 수정해주세요 비번은 전화인증해서 찾기로 클릭하면 전화번호 이메일 둘다 수차례 시도해도 임시비번이 안들어 옴니다. 해결해주세요,https://appbot.co/apps/2127682/reviews/1278241936,negative
5,2019-06-30,google_play,조규하,147,ko,"위치별로 사용가능한 대수 표시가 되고, 사용한 이력을 관리해 주는 기능이 잘 구성되어있네요",https://appbot.co/apps/2127682/reviews/1278241939,positive
3,2019-06-30,google_play,지정로,147,ko,ㅈㄷㅁ 잘 ㅁㅇㆍ돌아 ㅇ,https://appbot.co/apps/2127682/reviews/1278241941,neutral
1,2019-06-30,google_play,sunjung kim,147,ko,정말 앱리뷰 안남기는데 최고 복잡하고 자전거 상태 최악에 다 엉망ㅋ 이런거만드느라 혈세썼다생각하니 가슴이 아프다,https://appbot.co/apps/2127682/reviews/1278241944,negative
1,2019-06-30,google_play,lotus river,147,ko,별하나도 아깝..앱 삭제 했어요..5년 그이후 지난뒤 다시 찾아올께요.앱좀 잘 맹글어놓으세요,https://appbot.co/apps/2127682/reviews/1278241946,negative
1,2019-06-29,google_play,김영기,134,ko,질낮은 앱때문에 더워죽겠는데 여친이랑 어떻게든 실랑이하면서 타려다가 결국 싸움. 이거 만든사람 쏠로냐,https://appbot.co/apps/2127682/reviews/1278241216,negative
1,2019-06-29,google_play,장세민,147,ko,관리하나도안하고 편의성개판이고 내가만들어도 10배는잘만듬,https://appbot.co/apps/2127682/reviews/1278241947,negative
1,2019-06-29,google_play,Wu Yijian,147,ko,회원권 대여비밀번호를 입력했는데도 대여카드를 대라는 둥 어플은 먹통일때도 많고 누가 관리는 하는 건지,https://appbot.co/apps/2127682/reviews/1278241950,negative
1,2019-06-29,google_play,박재원,147,ko,개 짜증너네 맨날 로그인오류 뜨고 로그인되지도않고;이러는데 어떻게따릉이를 이용해요?,https://appbot.co/apps/2127682/reviews/1278241953,negative
1,2019-06-28,google_play,금나와라뚝닭,147,ko,0점 없는게 너무 서럽다ㅠㅠ 결제도 어렵고 등록도 어렵고 안되는거 겁나많은데 심지어 한시간에 천원... 경기도는 하루권으로 등록가능하고 핸드폰 결제로 쉬운데 제약이 너무많고 사용이 너무 어렵습니다. 이를테면 QR코드...,https://appbot.co/apps/2127682/reviews/1278241956,negative
1,2019-06-28,google_play,DAISY LUVIEW,147,ko,거지같은앱 공무원들 돈 어디로 삐돌렸나,https://appbot.co/apps/2127682/reviews/1278241959,negative
5,2019-06-27,google_play,이정진,147,ko,좋은데 없는곳엔 너무 없는 자전거,https://appbot.co/apps/2127682/reviews/1278241961,positive
1,2019-06-26,google_play,명수박,147,ko,회원가입하여 로그인하려면 회원번호와 비밀번호를 입력하라고하네 입력하면 또입력하라고한게 끝이없네,https://appbot.co/apps/2127682/reviews/1278241963,mixed
1,2019-06-26,google_play,주정규,147,ko,어플 진짜 최악임. 개발자 바꿔버리던지 하셈. 따릉이는 좋지만 어플은 진짜진짜 최악. 개발자님 리뷰나 좀 보세요..,https://appbot.co/apps/2127682/reviews/1278241969,negative
1,2019-06-25,google_play,꼼닭,147,ko,앱도 앱인데 사용자 문제가 심하네요. 고장났으면 고장신고좀 제대로 합시다. 고장난거때문에 돈날리고 시간날리고 뭐하는건지. 바람빠지고 체인빠진거 정상반납인양 넣어놓고 하..,https://appbot.co/apps/2127682/reviews/1278241971,negative
1,2019-06-25,google_play,나다가,147,ko,놀라운 인터페이스~ 해당 어플을 내놓기까지의 과정들에 참여한 모든 관계자들에게 박수를~,https://appbot.co/apps/2127682/reviews/1278241974,neutral
1,2019-06-24,google_play,서녕쓰,147,ko,설치가 안됨 ㅠ,https://appbot.co/apps/2127682/reviews/1278241976,negative
1,2019-06-24,google_play,김재범,147,ko,어플은 최악이네요,https://appbot.co/apps/2127682/reviews/1278241981,negative
1,2019-06-24,google_play,yujung kim,147,ko,앱 세상 쓰레기 제발 개선 좀 해라 도대체 업데이트는 왜 한 하는지 모르겠네 1. 1분안에 자전거 못 가져가면 자동으로 반납되는데 자동 반납된 이후에 다시 지도 화면으로 안돌아가고 검색도 안먹힘 2. 자동로그인 따위 없고 로그인하다가 뒤로가기 버튼 누르면 또 로그인 해야됨 3. 앱 정상 종료는 한번도 해본 적 없음 홈 화면에서 뒤로 버튼 누르면 갑자기 저세상 화면 4. 내 주변에서 최초로 앱 깔고 따릉이 등록하면서 욕 안한 사람 없음 그만큼 한번에 되는게 없음 한 십분 심한욕 참아가면서 결제 마쳐야됨,https://appbot.co/apps/2127682/reviews/1278241984,negative
5,2019-06-24,google_play,lee marcelo,147,ko,따릉이 대박,https://appbot.co/apps/2127682/reviews/1278241989,positive
1,2019-06-23,google_play,MM K,147,ko,카드 등록해도 등록안되었다 나오는데 어떻게 이용할까요 걍 평점 그 수준입니다,https://appbot.co/apps/2127682/reviews/1278241992,negative
1,2019-06-23,google_play,황교성,147,ko,로그인 계속 원만 돌아감 이런건 속도랑 안정성이 생명인데 쉣임,https://appbot.co/apps/2127682/reviews/1278241999,negative
1,2019-06-23,google_play,Juno park,147,ko,너무 UI/UX가 쓰레기라 분노하는 경우가 많습니다. 너무 직관적이지 않고 사용하기 불편합니다. 개발자를 교체해서 UI/UX를 직관적으로 바꾸셔야할 것 같습니다,https://appbot.co/apps/2127682/reviews/1278242006,negative
1,2019-06-23,google_play,공중전,147,ko,돈받아먹으면 자전거 관리 똑바로해,https://appbot.co/apps/2127682/reviews/1278242010,negative
