key,datetime,img_urls/0,caption,img_urls/3,img_urls/4,img_urls/5,img_urls/6,img_urls/7,img_urls/8,img_urls/9,img_urls/10,,
https://www.instagram.com/p/B1BCq3_p3V-/,2019-08-11T08:02:42.000Z,https://scontent-icn1-1.cdninstagram.com/vp/d917fdd27a933dec44c437b3f12d45ef/5DE48659/t51.2885-15/e35/s1080x1080/66845209_482876412544936_8741616181385262526_n.jpg?_nc_ht=scontent-icn1-1.cdninstagram.com,"2019.08.11 W+50 한강데이트
땀 주륵주륵, 다리밑은 바람천지다

#한강 #여의도한강공원 #따릉이 #자전거 #한강몽땅 #다리밑헌책방축제 #seoul #hangangpark #ソウル #はんがん公園 #自転車 #デート",https://scontent-icn1-1.cdninstagram.com/vp/0c40a93e04cf32df22b852f680c63e08/5DD6DFD4/t51.2885-15/e35/s1080x1080/66794623_156832362042151_4569365098618113816_n.jpg?_nc_ht=scontent-icn1-1.cdninstagram.com,https://scontent-icn1-1.cdninstagram.com/vp/d23cffe70572ae7ae9a73c95fc3cf415/5DD14A0D/t51.2885-15/e35/s1080x1080/69038497_938849526448154_2080907076502835106_n.jpg?_nc_ht=scontent-icn1-1.cdninstagram.com,https://scontent-icn1-1.cdninstagram.com/vp/9d5d6da5bae29ebe282abab51dd1dc4d/5DD745C5/t51.2885-15/e35/s1080x1080/66657645_145933716617390_2541901642282904342_n.jpg?_nc_ht=scontent-icn1-1.cdninstagram.com,,,,,,,
https://www.instagram.com/p/B1BBW0jFdGp/,2019-08-11T07:51:14.000Z,https://scontent-icn1-1.cdninstagram.com/vp/d5f28a71d3d4b74da03dbe7d0724ec76/5DDB662B/t51.2885-15/e35/s1080x1080/67655306_177068573326544_1115404234039437993_n.jpg?_nc_ht=scontent-icn1-1.cdninstagram.com,줄 있어줘야 제맛#퇴근길#따릉이,,,,,,,,,,
https://www.instagram.com/p/B1A9WkMBqsq/,2019-08-11T07:16:14.000Z,https://scontent-icn1-1.cdninstagram.com/vp/49e04b47e8f0b39798e43ff923a98937/5DD738FF/t51.2885-15/e35/67843896_663766544136279_8263678683185023936_n.jpg?_nc_ht=scontent-icn1-1.cdninstagram.com,"20190809
#따릉이 타고 #한강
#한강몽땅여름축제
여의도 #kbs 로~",https://scontent-icn1-1.cdninstagram.com/vp/7d3fc5a4791d989aff2a269258854133/5DC82BCF/t51.2885-15/e35/66302119_469638470485103_8819654707668557840_n.jpg?_nc_ht=scontent-icn1-1.cdninstagram.com,https://scontent-icn1-1.cdninstagram.com/vp/2c376ef283431c46aec1ce8b7774e457/5DDFA194/t51.2885-15/e35/66464484_172744810432261_8178988542073134140_n.jpg?_nc_ht=scontent-icn1-1.cdninstagram.com,https://scontent-icn1-1.cdninstagram.com/vp/42c48559e4e2800ca558b8609ea14265/5DDEAA9D/t51.2885-15/e35/66648906_166149047850912_1161707235057627407_n.jpg?_nc_ht=scontent-icn1-1.cdninstagram.com,https://scontent-icn1-1.cdninstagram.com/vp/4b5b187b6d3a5c59f0e60cd50cae7f14/5DE3FD96/t51.2885-15/e35/67242890_361655424515652_7676586831201386624_n.jpg?_nc_ht=scontent-icn1-1.cdninstagram.com,https://scontent-icn1-1.cdninstagram.com/vp/6709172f4ad2363549d04c2f0baf3e14/5DE78E8D/t51.2885-15/e35/69208396_127792751816475_7664432219257478768_n.jpg?_nc_ht=scontent-icn1-1.cdninstagram.com,https://scontent-icn1-1.cdninstagram.com/vp/56ecb76f770a70bc42bc60f5fcd98335/5DE7959D/t51.2885-15/e35/66866649_2384755875113571_4175306641543689294_n.jpg?_nc_ht=scontent-icn1-1.cdninstagram.com,https://scontent-icn1-1.cdninstagram.com/vp/ba79b55d060392ab9b760d8a79e111a3/5DC8112C/t51.2885-15/e35/66820685_156988562119592_5490580209495704811_n.jpg?_nc_ht=scontent-icn1-1.cdninstagram.com,,,
https://www.instagram.com/p/B1A6bF7g2wZ/,2019-08-11T06:50:39.000Z,https://scontent-icn1-1.cdninstagram.com/vp/8dfd6c3fd2e49309dfc85044364083c7/5DCBED97/t51.2885-15/e35/s1080x1080/66466394_221630108800764_5446576804359748019_n.jpg?_nc_ht=scontent-icn1-1.cdninstagram.com,"📩누군가에게 자랑스럽도록📩
.
.
.
.
.
#따릉이 #자전거 #서울 #공원 #운동 #학생 #고2
#시진스타그램 #사진전공지망 #사진학과지망생
#중앙대학교사진학과 #아이폰8플러스 #아이폰
#일반카메라 #좋아요 #팔로우 #맞팔가능 #댓글 #디엠 #환영 #언팔 #폭언 #금지 #2021입시화이팅❤️",,,,,,,,,,
https://www.instagram.com/p/B1A5wC_nX7G/,2019-08-11T06:44:46.000Z,https://scontent-icn1-1.cdninstagram.com/vp/463dac45f801db6bb898e0535955e61e/5DE166F1/t51.2885-15/e35/s1080x1080/66496792_477497406379627_8142039305029134371_n.jpg?_nc_ht=scontent-icn1-1.cdninstagram.com,"08.10-11
#워터밤인천2019
#흥맥주 #따릉이",https://scontent-icn1-1.cdninstagram.com/vp/a7780e160f11caaedff88b5ffdfcca58/5DE14EC7/t51.2885-15/e35/s1080x1080/68929937_2132357426876482_1002108175562334339_n.jpg?_nc_ht=scontent-icn1-1.cdninstagram.com,https://scontent-icn1-1.cdninstagram.com/vp/26223b4e7b7853c442cc1b2e84ac0a55/5DCA93EC/t51.2885-15/e35/s1080x1080/66626086_228875121421411_4645202332341244385_n.jpg?_nc_ht=scontent-icn1-1.cdninstagram.com,https://scontent-icn1-1.cdninstagram.com/vp/e27f12a488f5f1bc3d5d372a06378e87/5DE442E0/t51.2885-15/e35/67436535_473025086809546_6549812957332875153_n.jpg?_nc_ht=scontent-icn1-1.cdninstagram.com,https://scontent-icn1-1.cdninstagram.com/vp/d78e41202c193b38531bc3b2697c4ad4/5DECCBC9/t51.2885-15/e35/66607519_460642211399933_6208129848140847987_n.jpg?_nc_ht=scontent-icn1-1.cdninstagram.com,https://scontent-icn1-1.cdninstagram.com/vp/493f923bb5d8e2aaa7cf5e93be4c05f1/5DED0DA1/t51.2885-15/e35/s1080x1080/66656735_921257374900745_5401594131282532907_n.jpg?_nc_ht=scontent-icn1-1.cdninstagram.com,https://scontent-icn1-1.cdninstagram.com/vp/0900fe58b7d7ac30fca22e6d8116fc98/5DD13579/t51.2885-15/e35/s1080x1080/65946751_394094267910330_2759555036933723716_n.jpg?_nc_ht=scontent-icn1-1.cdninstagram.com,,,,
https://www.instagram.com/p/B1A5jZJnJRn/,2019-08-11T06:43:02.000Z,https://scontent-icn1-1.cdninstagram.com/vp/12f496dfd88d804cd39c907bbb64dd5c/5DE2B3E4/t51.2885-15/e35/66476285_163512111474540_371078496046880145_n.jpg?_nc_ht=scontent-icn1-1.cdninstagram.com,"#롤체토스 골드를 향하여
#해적#총잡이#빙하#기사
필승조합

1.그브
2.파이크->미포
3.갱플
4.트타->미포
5.루시안
6.브라움
7.세주
8.케일
9.야소
10.레오나

시너지
해적 3 /총잡이4 /수호자2 /기사 2/추방자1
귀족3 /빙하 2 (뒤집게나오면 야소대신 애니비아 뽑고 빙하4ㄱㄱ)

아템은 누구한테 주느냐?? 트타 랑 루시안한테준다
미포 나오면 둘중 3성된놈한테 아템몰빵하시고
한놈을버리고 미포 넣고 미포한테 모렐+여눈2개짜리 박으면됨
템이 남아돈다? 캐일한테 여눈2개짜리 ㄱㄱ

트타랑 루시안한테 주는건 무조건 레드+파쇄검
ㅎㅎㅎㅎ
패치전까지 꿀빠는중
실버에서 한번도 안지고 100점으로 1위한적잇음",,,,,,,,,,
https://www.instagram.com/p/B1A2GT5laGB/,2019-08-11T06:12:51.000Z,https://scontent-icn1-1.cdninstagram.com/vp/f030264db0aba1e2115f3b9819023ae1/5DDC0964/t51.2885-15/e35/66436434_1417675955040242_9104363639413862793_n.jpg?_nc_ht=scontent-icn1-1.cdninstagram.com,"이 날씨에 왜 자전거 탔지....
#일상#사진#자전거#따릉이#더워#날씨도랏#땀범벅#헉헉",,,,,,,,,,
https://www.instagram.com/p/B1A1sGfldg1/,2019-08-11T06:09:17.000Z,https://scontent-icn1-1.cdninstagram.com/vp/4a99663798a5baa48f4bf58dc53bf724/5D52223B/t51.2885-15/e35/67361876_389103455126725_4651858599964731500_n.jpg?_nc_ht=scontent-icn1-1.cdninstagram.com,"🚴🏻‍♂️
따릉이타고
야경보러 마실나왔는데
밤인데도 34도네🏙
내등에 워터파크 개장🏊🏻‍♂️
.
.",https://scontent-icn1-1.cdninstagram.com/vp/78494b589733ee5c15683d768644deb4/5DD6EFE8/t51.2885-15/e35/s1080x1080/66409764_115914222859505_485894929251193606_n.jpg?_nc_ht=scontent-icn1-1.cdninstagram.com,https://scontent-icn1-1.cdninstagram.com/vp/390cd8b03385ae0dfba99fe60cd11a78/5DE38FF2/t51.2885-15/e35/s1080x1080/66480470_672205549913439_198108137927866941_n.jpg?_nc_ht=scontent-icn1-1.cdninstagram.com,https://scontent-icn1-1.cdninstagram.com/vp/38de24469e921a563c36748faa3f1b6e/5D527852/t51.2885-15/e35/69181508_154725885676688_3506114657320629400_n.jpg?_nc_ht=scontent-icn1-1.cdninstagram.com,,,,,,,
https://www.instagram.com/p/B1A1RWNgTd0/,2019-08-11T06:05:37.000Z,https://scontent-icn1-1.cdninstagram.com/vp/554d362a34eff586644f5fea8a9086bf/5DD84AA5/t51.2885-15/e35/67424074_131383244785902_5193358333553917911_n.jpg?_nc_ht=scontent-icn1-1.cdninstagram.com,"#불볕라이딩 #시즌2 #부부동반라이딩 #넘좋다고회용이꼬셔서 #설아낮잠시간이용
#신나하다가 #자빠진와이프 #회군 #그것도다추억
#부부스타그램 #자전거타기🚲 #따릉이 #자전거사주세여",https://scontent-icn1-1.cdninstagram.com/vp/a06f61a4169e8c637b0706d909984387/5DD1A7F7/t51.2885-15/e35/66657215_669098380263402_8659222371447109825_n.jpg?_nc_ht=scontent-icn1-1.cdninstagram.com,https://scontent-icn1-1.cdninstagram.com/vp/4966d8bae0ba11b8ca000ddb835ac086/5DEC7191/t51.2885-15/e35/67958275_220192512234373_2920428357696889_n.jpg?_nc_ht=scontent-icn1-1.cdninstagram.com,https://scontent-icn1-1.cdninstagram.com/vp/e6497e09b8355dd89fe2c740cc1ea697/5DD642D0/t51.2885-15/e35/67249985_921724631508566_7232407571193065275_n.jpg?_nc_ht=scontent-icn1-1.cdninstagram.com,https://scontent-icn1-1.cdninstagram.com/vp/e7d640005325c5be3f2ea7dc5242a7b4/5DE0E0A2/t51.2885-15/e35/66314659_2286469181668016_6927968092895679579_n.jpg?_nc_ht=scontent-icn1-1.cdninstagram.com,https://scontent-icn1-1.cdninstagram.com/vp/439e8f966c59c0d0a0fe68fc7b70c627/5DCA9FB7/t51.2885-15/e35/67667251_394843254503656_6964292796808689916_n.jpg?_nc_ht=scontent-icn1-1.cdninstagram.com,https://scontent-icn1-1.cdninstagram.com/vp/d8d84cc9e1a0cf02c8e39ed3e4607ff9/5DD0BB97/t51.2885-15/e35/66339106_768674043545624_7749628564065104386_n.jpg?_nc_ht=scontent-icn1-1.cdninstagram.com,,,,
https://www.instagram.com/p/B1Au7yjlQzc/,2019-08-11T05:10:15.000Z,https://scontent-icn1-1.cdninstagram.com/vp/0a9a30cf44e90c8880eab53ff9072ec6/5DD2F035/t51.2885-15/e35/66062780_211755293139817_1122926856919842439_n.jpg?_nc_ht=scontent-icn1-1.cdninstagram.com,"#가야의부엌개다리소반 .
.
맛있는 식사는 즐거운 만남으로 이어집니다.
.
.
개다리소반은 신선하고 건강한 식자재를 이용하여
주문즉시 조리합니다.
매번 찾아 주시는 감사한 이웃님들 더운여름 무탈하시길 바라요🙏 ♥️
.
.
오로지 #인스타그램 으로만 이웃님들과 소통하며 블로그 뉴스광고는 일체하지 않습니다.
(광고매체 문의와 신문사에서의 의뢰등등)
한분이 오시고 또 그 한분이 다른 한분과 두분과 여러 친구분들과 오셔서 따듯함을 맛있는 식사를 나누는 공간으로 진심을담는 공간으로 이웃님과 소통하는 #가야의부엌개다리소반을 지향합니다.
.
#합정맛집#상수맛집#홍대맛집#한강#따릉이#jmt#가정식#시그니#김치찜정식#부타동#스테이크#이베리코#최고등급#스페인요리🇪🇸#씨푸드빠에야#제주#공수#도미",,,,,,,,,,
https://www.instagram.com/p/B1Aq88UHCF9/,2019-08-11T04:35:27.000Z,https://scontent-icn1-1.cdninstagram.com/vp/1cc90623083b8f12193105922bef6bb8/5DE4A104/t51.2885-15/e35/68756480_490610091499718_6991721781361684698_n.jpg?_nc_ht=scontent-icn1-1.cdninstagram.com,"이거 먹겠다고....
먹기전에 뒈질뻔😇",,,,,,,,,,
https://www.instagram.com/p/B1AoX3EApam/,2019-08-11T04:12:55.000Z,https://scontent-icn1-1.cdninstagram.com/vp/f4b803f832eac6ce39d442733cb3d8b6/5DD24EAD/t51.2885-15/e35/67807026_151149429325969_6931289376464508917_n.jpg?_nc_ht=scontent-icn1-1.cdninstagram.com,다음엔 술먹자 >.< 설에서 자주봐,,,,,,,,,,
https://www.instagram.com/p/B1AoTQwlpOm/,2019-08-11T04:12:17.000Z,https://scontent-icn1-1.cdninstagram.com/vp/152dd71e1b9aceb02f1849c61040ec82/5DE216F6/t51.2885-15/e35/s1080x1080/66652538_695498090899297_5278091122131329961_n.jpg?_nc_ht=scontent-icn1-1.cdninstagram.com,#토요일 #아침운동 #배드민턴 #점심식사 #오류동맛집 #평양메밀촌 #판모밀 #집안청소 #늦잠 #영화관람 #엑시트 #집안복귀 #따릉이 #오늘하루끝,https://scontent-icn1-1.cdninstagram.com/vp/60221bccb8e373575b2e1e2fe8e9d4b4/5DD12A44/t51.2885-15/e35/s1080x1080/66648134_2335075669907131_8976851781927988648_n.jpg?_nc_ht=scontent-icn1-1.cdninstagram.com,https://scontent-icn1-1.cdninstagram.com/vp/4e7c54d1642020688a0412ce58e6468d/5DC91D00/t51.2885-15/e35/s1080x1080/66989838_2407141459523536_132113567085853593_n.jpg?_nc_ht=scontent-icn1-1.cdninstagram.com,,,,,,,,
https://www.instagram.com/p/B1An1GOn086/,2019-08-11T04:08:10.000Z,https://scontent-icn1-1.cdninstagram.com/vp/986e2da37a7b45fce37c81459c65670b/5DE17DEB/t51.2885-15/e35/67075278_169980370833838_8405429641576037913_n.jpg?_nc_ht=scontent-icn1-1.cdninstagram.com,"🐾
.
.
따릉이에 곱창, 와인까지 완벽했던 6월의 어느 주말
이젠 따릉이를 타기엔 너무 더워졌으니
같이 맥주나 한잔 했으면.. 🤭🤭
.
.
#주말 #따릉이 #6월 #곱창 #와인 #합정 #뒷북둥둥",https://scontent-icn1-1.cdninstagram.com/vp/d8c8da77219796b33962ba1c96efd2be/5DE833AE/t51.2885-15/e35/69333427_528917014513396_3328526788959616009_n.jpg?_nc_ht=scontent-icn1-1.cdninstagram.com,https://scontent-icn1-1.cdninstagram.com/vp/f205f2a17ac374490da61a16ef0bc034/5DD25B74/t51.2885-15/e35/66506721_671371443325896_8886689107157025867_n.jpg?_nc_ht=scontent-icn1-1.cdninstagram.com,https://scontent-icn1-1.cdninstagram.com/vp/7b34dde5a98f985255cffc08f6281160/5DCE3484/t51.2885-15/e35/67633468_507325256762371_2268380152058744490_n.jpg?_nc_ht=scontent-icn1-1.cdninstagram.com,https://scontent-icn1-1.cdninstagram.com/vp/86693d433a2e1e71abd53fa4fd50200b/5DCE9B2A/t51.2885-15/e35/66717747_197321067927785_1201645899450916562_n.jpg?_nc_ht=scontent-icn1-1.cdninstagram.com,,,,,,
https://www.instagram.com/p/B1Ak9OenQg_/,2019-08-11T03:43:04.000Z,https://scontent-icn1-1.cdninstagram.com/vp/299bd2316dcbbcc3a1272ea00fd4da34/5DEE9073/t51.2885-15/e35/s1080x1080/67509383_451158472132606_3574395838217330531_n.jpg?_nc_ht=scontent-icn1-1.cdninstagram.com,"#🚲 .
.
.
자전거 안장이 너무 뜨거워 한번 놀라고.
개천에 그늘이 일도 없어서 한번 놀라고.
푸르른 하늘에 감동 받아서 한번 놀라고.
.
.
내 하얗던 피부는 태닝되어 돌아옴😵
.
.
연수 들어가면 이제 못볼 내 마지막 주말아,,,,, 가지마ㅜㅜㅜㅜ #즐거웠다 #또륵 💧
.
.
#필라테스 #필라테스강사 #따릉이 #따릉이타고 #한강 #자전거 #자전거타는여자 #운동 #운동스타그램 #운동하는여자 #하늘 #하늘사진 #감성그램 #일상 #소통",https://scontent-icn1-1.cdninstagram.com/vp/75b29a49a4cf74e4d60b77990ba6f145/5DE60D6F/t51.2885-15/e35/s1080x1080/67260939_124122102205568_6032331765508610046_n.jpg?_nc_ht=scontent-icn1-1.cdninstagram.com,https://scontent-icn1-1.cdninstagram.com/vp/984f645bc14213677e400730bd130016/5DC7A496/t51.2885-15/e35/s1080x1080/67608498_483103232256171_2601628885015012348_n.jpg?_nc_ht=scontent-icn1-1.cdninstagram.com,,,,,,,,
https://www.instagram.com/p/B1AkgDVFXfl/,2019-08-11T03:39:05.000Z,https://scontent-icn1-1.cdninstagram.com/vp/c7074d78252e2a00cdc10977f3f1f30d/5DE986DD/t51.2885-15/e35/67804321_367322724164660_4014605428425636780_n.jpg?_nc_ht=scontent-icn1-1.cdninstagram.com,,https://scontent-icn1-1.cdninstagram.com/vp/472afdf83ed47c6db01c231ec73704b4/5DD7B157/t51.2885-15/e35/66714084_2670185889714835_5027033588050211564_n.jpg?_nc_ht=scontent-icn1-1.cdninstagram.com,,,,,,,,,
