key,datetime,img_urls/0,caption,img_urls/1,img_urls/2,img_urls/3,img_urls/4,img_urls/5,img_urls/6,img_urls/7,img_urls/8,img_urls/9,img_urls/10
https://www.instagram.com/p/B0RyyzrAWRd/,2019-07-23T23:39:40.000Z,https://scontent-icn1-1.cdninstagram.com/vp/263fdf0ca40364557fa1670e4c823146/5DC89BF2/t51.2885-15/e35/67798586_876358566064667_7868779395132415114_n.jpg?_nc_ht=scontent-icn1-1.cdninstagram.com,#킥고잉 #21세기축지법 #킥고잉꿀잼,,,,,,,,,,
https://www.instagram.com/p/B0RylA5pYRT/,2019-07-23T23:37:47.000Z,https://scontent-icn1-1.cdninstagram.com/vp/827041aa36e5edc29d948897a04362cb/5DD57E9E/t51.2885-15/e35/65498138_1209014082618591_81240044346997121_n.jpg?_nc_ht=scontent-icn1-1.cdninstagram.com,#킥고잉#21세기축지법#킥고잉꿀잼,,,,,,,,,,
https://www.instagram.com/p/B0RyHiAB0SB/,2019-07-23T23:33:46.000Z,https://scontent-icn1-1.cdninstagram.com/vp/bbad9310322b4a402b02912dc15b655d/5DB4780A/t51.2885-15/e35/s1080x1080/66409176_429550167891283_9165288446961456347_n.jpg?_nc_ht=scontent-icn1-1.cdninstagram.com,#킥고잉#21세기축지법#킥고잉꿀잼#출퇴근꿀잼,,,,,,,,,,
https://www.instagram.com/p/B0Rx9logItS/,2019-07-23T23:32:24.000Z,https://scontent-icn1-1.cdninstagram.com/vp/18fd677a97058b5a725d742f92f5016c/5DE3053F/t51.2885-15/e35/66378322_462837414264695_6790278483815878674_n.jpg?_nc_ht=scontent-icn1-1.cdninstagram.com,#21세기축지법 #킥고잉,,,,,,,,,,
https://www.instagram.com/p/B0RwhpCHJS6/,2019-07-23T23:19:51.000Z,https://scontent-icn1-1.cdninstagram.com/vp/5818e9ed22526aa903ff0ed24104ba52/5DD31814/t51.2885-15/e35/s1080x1080/67719413_1306227759540198_2647647494414107529_n.jpg?_nc_ht=scontent-icn1-1.cdninstagram.com,#킥고잉 #21세기축지법 #킥고잉꿀잼,,,,,,,,,,
https://www.instagram.com/p/B0RlllzArfx/,2019-07-23T21:44:16.000Z,https://scontent-icn1-1.cdninstagram.com/vp/f48ff6430e6286056587f9474a307a21/5DB49C49/t51.2885-15/e35/s1080x1080/66630272_2102899023344894_739969911605548325_n.jpg?_nc_ht=scontent-icn1-1.cdninstagram.com,"강남으로 출근하다보니 신문물을 일찍경험할수 있어 👍🏻
#킥고잉 #21세기축지법 #킥고잉꿀잼",https://scontent-icn1-1.cdninstagram.com/vp/27301fb26d0964bcaad9de8e3436c71f/5DB61B35/t51.2885-15/e35/s1080x1080/66415499_147132269708018_4630723683281203846_n.jpg?_nc_ht=scontent-icn1-1.cdninstagram.com,,,,,,,,,
https://www.instagram.com/p/B0RG2y1HcdC/,2019-07-23T17:15:44.000Z,https://scontent-icn1-1.cdninstagram.com/vp/4e4d70ffb978840bdf0520d13f1774eb/5DE9566A/t51.2885-15/e35/s1080x1080/67061600_380845079237868_1361929057219946414_n.jpg?_nc_ht=scontent-icn1-1.cdninstagram.com,#킥고잉 #21세기축지법 #킥고잉꿀잼,,,,,,,,,,
https://www.instagram.com/p/B0Q93ESg-Qh/,2019-07-23T15:57:08.000Z,https://scontent-icn1-1.cdninstagram.com/vp/0ea1aa4554479aede01bb0ca5ca44e31/5DB66173/t51.2885-15/e15/66483500_737260246692706_3198809386955047538_n.jpg?_nc_ht=scontent-icn1-1.cdninstagram.com,#킥고잉#21세기축지법#킥고잉꿀잼,,,,,,,,,,
https://www.instagram.com/p/B0Q7EVfo21O/,2019-07-23T15:32:44.000Z,https://scontent-icn1-1.cdninstagram.com/vp/3dc286e95b5a7d7553e3943ff28d102f/5DCAC83A/t51.2885-15/e35/s1080x1080/67311629_2621427777889710_2012371286752843730_n.jpg?_nc_ht=scontent-icn1-1.cdninstagram.com,"나는 회사근처 회식갈때,
퇴근하고 운동갈때,
대중교통 이용하기 짧고 걷긴 먼 거리일때,
대략 도보 25분이내 - 버스 15분이내 거리일때,
킥고잉을 탄다!!
.
.
강남권 새로운 꿀잼 이동수단 화이팅^^ .
#킥고잉 #킥고잉꿀잼 #고잉마이웨이",,,,,,,,,,
https://www.instagram.com/p/B0Q0MatHcuR/,2019-07-23T14:32:40.000Z,https://scontent-icn1-1.cdninstagram.com/vp/9a412f6855611912d88ac154f65df340/5DAF6F8A/t51.2885-15/e35/67164682_2497540903600332_1082976224885288988_n.jpg?_nc_ht=scontent-icn1-1.cdninstagram.com,놓칠수 없지. #킥고잉 #21세기축지법 #킥고잉꿀잼,,,,,,,,,,
https://www.instagram.com/p/B0QztIRg2YO/,2019-07-23T14:28:24.000Z,https://scontent-icn1-1.cdninstagram.com/vp/46596814c74feca838b58ea2fd94a52b/5DB82FEE/t51.2885-15/e35/64319163_434477157151999_8448319463792927158_n.jpg?_nc_ht=scontent-icn1-1.cdninstagram.com,#킥고잉 #21세기축지법 #킥고잉꿀잼,,,,,,,,,,
https://www.instagram.com/p/B0Qk1Y-lIdq/,2019-07-23T12:18:27.000Z,https://scontent-icn1-1.cdninstagram.com/vp/ecd1ad3b3d893557f6f595a80aae2f1d/5DCF569C/t51.2885-15/e35/66640210_1594260110704554_1733447214822093010_n.jpg?_nc_ht=scontent-icn1-1.cdninstagram.com,요즘 출근길 교통수단은 #킥고잉 . 너무나도 더워 집을 나서기도 두렵고 두려웠고 걷자마자 10초도 안되서 땀샘이 폭발하던 오늘. 그런 무더운 날... 집을 나와서 가장 가까운 킥고잉 킥보드를 찾으러 왔건만 킥고잉 본사 였네요. 아... 네.... 킥고잉 충전하는거 잘 보고 갑니다. #굳게닫힌문 #맘스터치 #맘스터치본사 #나는누구여긴어디 아.. 예 잘쓰고 있습니다.,https://scontent-icn1-1.cdninstagram.com/vp/ce87c871432d30cda7f3444aabd858f1/5DEDA904/t51.2885-15/e35/67364777_1975407362560329_1861012040268245593_n.jpg?_nc_ht=scontent-icn1-1.cdninstagram.com,https://scontent-icn1-1.cdninstagram.com/vp/af1242bb2c23989bcfeed6ee8e2eb829/5DCEF553/t51.2885-15/e35/66941315_2371444066280918_1181876778491435725_n.jpg?_nc_ht=scontent-icn1-1.cdninstagram.com,,,,,,,,
https://www.instagram.com/p/B0QiUg0Jd5P/,2019-07-23T11:56:29.000Z,https://scontent-icn1-1.cdninstagram.com/vp/a590c2aea72d5f566933feacad472b3c/5DB33872/t51.2885-15/e35/s1080x1080/66139066_3162058607152636_2809006288055839150_n.jpg?_nc_ht=scontent-icn1-1.cdninstagram.com,#킥고잉 #21세기축지법 #킥고잉꿀잼,,,,,,,,,,
https://www.instagram.com/p/B0QhDiRHoGC/,2019-07-23T11:45:26.000Z,https://scontent-icn1-1.cdninstagram.com/vp/f1423e02d65bb73ab9babbbb6cf5ac27/5DD40382/t51.2885-15/fr/e15/s1080x1080/66620427_637198910099304_4538914160737426571_n.jpg?_nc_ht=scontent-icn1-1.cdninstagram.com,#킥고잉 #21세기축지법 #킥고잉꿀잼,,,,,,,,,,
https://www.instagram.com/p/B0QfJ6uF0Y7/,2019-07-23T11:28:49.000Z,https://scontent-icn1-1.cdninstagram.com/vp/52437cb286cdbb3b41c33ba1cdc7144a/5DB53C07/t51.2885-15/e35/s1080x1080/66289384_1111060372410374_2290628001028309592_n.jpg?_nc_ht=scontent-icn1-1.cdninstagram.com,나는 멋쟁이 #킥고잉 #21세기축지법 #킥고잉꿀잼 #쿠폰주세요💗💗,,,,,,,,,,
https://www.instagram.com/p/B0QeuBcF-k8/,2019-07-23T11:25:01.000Z,https://scontent-icn1-1.cdninstagram.com/vp/fe07e89601fa4688335f365936f43aa9/5DCD6D6B/t51.2885-15/e35/66073979_2387088148170167_5393675871455512918_n.jpg?_nc_ht=scontent-icn1-1.cdninstagram.com,#킥고잉 #킥고잉꿀잼 #21세기축지법 #이벤트,,,,,,,,,,
https://www.instagram.com/p/B0Qd2Myh9N5/,2019-07-23T11:17:24.000Z,https://scontent-icn1-1.cdninstagram.com/vp/daea13e96a8eddb3a868aa5279a7ca1c/5DEA2702/t51.2885-15/e35/66283428_1369976303156982_4061614108623968465_n.jpg?_nc_ht=scontent-icn1-1.cdninstagram.com,"엔절아이라이트 , 수납가방 , 핸드폰거치대 , 사이드미러 튜닝 완료

문의
031 758 0859
010 7544 0859
.
.
.
.
#휠앤킥성남점 #전동킥보드 #전동킥보드수리 #전동킥보드대여#전동킥보드무료대여#전동킥보드렌트#전동킥보드렌탈#전동킥보드AS#가성비킥보드#저렴한전동킥보드#저렴한킥보드#전동퀵보드#전동휠#스마트모빌리티#중고킥보드#킥보드직구#직구킥보드#킥고잉#키고잉#카카오자전거#전기자전거#전동자전거#차세대모빌리티#차세대이동수단#킥보드타는법#킥보드안전#킥보드법규#전동킥보드사고#전동킥보드사용설명서#전동킥보드강의",https://scontent-icn1-1.cdninstagram.com/vp/36e5566ef303a991c098d1cc8422857e/5DCA6346/t51.2885-15/e35/66146500_1262919410559247_678774121154362819_n.jpg?_nc_ht=scontent-icn1-1.cdninstagram.com,https://scontent-icn1-1.cdninstagram.com/vp/1e38a30cf7dd95df7f308370ae6d311e/5DB30E50/t51.2885-15/e35/66778129_143939000135370_8603904099250332431_n.jpg?_nc_ht=scontent-icn1-1.cdninstagram.com,,,,,,,,
https://www.instagram.com/p/B0QcjYiBFNU/,2019-07-23T11:06:05.000Z,https://scontent-icn1-1.cdninstagram.com/vp/3358ccc92b93d0362f5b714568896063/5DE4CC0C/t51.2885-15/e35/s1080x1080/62438109_374372923222642_8885760710316002046_n.jpg?_nc_ht=scontent-icn1-1.cdninstagram.com,#킥고잉 #21세기축지법 #킥고잉꿀잼,,,,,,,,,,
https://www.instagram.com/p/B0QcBPLjmyC/,2019-07-23T11:01:26.000Z,https://scontent-icn1-1.cdninstagram.com/vp/c93636281d36d382da6c8fc40a8813d4/5DB798AD/t51.2885-15/e35/67345152_154134442402374_3416905896204266742_n.jpg?_nc_ht=scontent-icn1-1.cdninstagram.com,아... 집이 코앞인데...T T 범위 조금만 더 늘려주세요 #킥고잉 #양재동어딘가,,,,,,,,,,
https://www.instagram.com/p/B0QarkcB_6C/,2019-07-23T10:49:44.000Z,https://scontent-icn1-1.cdninstagram.com/vp/da0ed653b5f8a5ed0eb9a6e055f78044/5DC7E633/t51.2885-15/e35/66656069_2409964489246459_7066800592666579779_n.jpg?_nc_ht=scontent-icn1-1.cdninstagram.com,"#킥고잉 #21세기축지법 #킥고잉꿀잼
어딜가든 이용한다 최고👍",https://scontent-icn1-1.cdninstagram.com/vp/fa3f40098a02d72f694b1d56948bf5b3/5DB17A41/t51.2885-15/e35/66622296_194050528256465_3308490326264218889_n.jpg?_nc_ht=scontent-icn1-1.cdninstagram.com,,,,,,,,,
https://www.instagram.com/p/B0QZSKSFPKA/,2019-07-23T10:37:31.000Z,https://scontent-icn1-1.cdninstagram.com/vp/aafd795e06823101af3159b54d65bacf/5DE17913/t51.2885-15/e35/s1080x1080/67404214_472419180209868_8982235112717290369_n.jpg?_nc_ht=scontent-icn1-1.cdninstagram.com,#킥고잉 #21세기축지법 #킥고잉꿀잼,,,,,,,,,,
https://www.instagram.com/p/B0QQpo1gNx2/,2019-07-23T09:22:05.000Z,https://scontent-icn1-1.cdninstagram.com/vp/208126d94956603638a825f046a79957/5DE6F1B5/t51.2885-15/e35/s1080x1080/66650043_330706067874241_7593778906833756030_n.jpg?_nc_ht=scontent-icn1-1.cdninstagram.com,#킥고잉#21세기축지법#킥고잉꿀잼,,,,,,,,,,
https://www.instagram.com/p/B0QPPwlDiji/,2019-07-23T09:09:49.000Z,https://scontent-icn1-1.cdninstagram.com/vp/7ebc2e684cb4833af5f18772d34ba565/5DD2FE25/t51.2885-15/fr/e15/s1080x1080/66062952_168929077487542_1921551875086145596_n.jpg?_nc_ht=scontent-icn1-1.cdninstagram.com,#킥고잉 #21세기 축지법,,,,,,,,,,
https://www.instagram.com/p/B0QPK3rhmNQ/,2019-07-23T09:09:09.000Z,https://scontent-icn1-1.cdninstagram.com/vp/fb2ae1f6bd0d8fa725dbaf5075893de8/5DEEBE52/t51.2885-15/e35/s1080x1080/67520614_193406628322163_3081469960286274415_n.jpg?_nc_ht=scontent-icn1-1.cdninstagram.com,"#킥고잉 #21세기축지법 #킥고잉꿀잼
쿠폰 준대",,,,,,,,,,
https://www.instagram.com/p/B0QOO6qBT2w/,2019-07-23T09:00:58.000Z,https://scontent-icn1-1.cdninstagram.com/vp/dd0bc95ac8d890424908003200ac2f3d/5DD26AC9/t51.2885-15/e35/67391081_1088280291560125_5199231886206558381_n.jpg?_nc_ht=scontent-icn1-1.cdninstagram.com,"21세기 이동수단 킥고잉-
#킥고잉 #킥고잉꿀잼 #21세기축지법",,,,,,,,,,
https://www.instagram.com/p/B0QNGtmgizS/,2019-07-23T08:51:06.000Z,https://scontent-icn1-1.cdninstagram.com/vp/9efad3267a8c63dd84c8a1fa84728990/5DD2CC84/t51.2885-15/e35/p1080x1080/67543546_187833902235883_5890631705224116039_n.jpg?_nc_ht=scontent-icn1-1.cdninstagram.com,"속도에 취할뻔🛴
.
.
#씽씽카 #킥고잉 #전동킥보드 #일상",,,,,,,,,,
https://www.instagram.com/p/B0QJXYGjX-K/,2019-07-23T08:18:25.000Z,https://scontent-icn1-1.cdninstagram.com/vp/56d0ea76d6db03d1f96490dca52a4809/5DEDF44C/t51.2885-15/e35/s1080x1080/66118657_370017927043929_8899750023343241544_n.jpg?_nc_ht=scontent-icn1-1.cdninstagram.com,#킥고잉#21세기축지법#킥고잉꿀잼,,,,,,,,,,
https://www.instagram.com/p/B0QIPDFHbTh/,2019-07-23T08:08:33.000Z,https://scontent-icn1-1.cdninstagram.com/vp/b155f95f1c121fcea199d7c030cc3edc/5DCAB042/t51.2885-15/e35/66456330_187398572263256_7482655205053922339_n.jpg?_nc_ht=scontent-icn1-1.cdninstagram.com,"#190723
#이찬물그림일기
#그림일기#일상#일상툰#갤럭시탭a8withspen2019 #갤럭시탭#공유킥보드#킥고잉#21세기축지법#킥고잉꿀잼#헬멧쓰고안전운전#1종보통보유자#장롱면허#광고아님#친구추천코드#BDP9WK#10분무료쿠폰받으세요
@kickgoing_official",https://scontent-icn1-1.cdninstagram.com/vp/24aa79d3389f32dc5bd61feb38e48a3f/5DAEE8CF/t51.2885-15/e35/66496793_115599123077474_5344951136658566435_n.jpg?_nc_ht=scontent-icn1-1.cdninstagram.com,https://scontent-icn1-1.cdninstagram.com/vp/05f0e0c324bc056993b6ef18f123e582/5DB3D54F/t51.2885-15/e35/67138536_480441992689722_3096802369153788354_n.jpg?_nc_ht=scontent-icn1-1.cdninstagram.com,https://scontent-icn1-1.cdninstagram.com/vp/baa6fdaad871477e936185b8623490f1/5DD269BA/t51.2885-15/e35/65649239_646904475816424_652950004820887942_n.jpg?_nc_ht=scontent-icn1-1.cdninstagram.com,https://scontent-icn1-1.cdninstagram.com/vp/e0e9b6913a65632490aab75250d05f52/5DCD735A/t51.2885-15/e35/67824260_145546506532599_490896264182307068_n.jpg?_nc_ht=scontent-icn1-1.cdninstagram.com,https://scontent-icn1-1.cdninstagram.com/vp/720173a797b942c1718eaa96b90cbd44/5DCDD71A/t51.2885-15/e35/66838217_2248426288820908_803159455049467776_n.jpg?_nc_ht=scontent-icn1-1.cdninstagram.com,,,,,
https://www.instagram.com/p/B0QFmPJlTCj/,2019-07-23T07:45:30.000Z,https://scontent-icn1-1.cdninstagram.com/vp/303495a90cabe1f27b65cfd2158ad223/5DC94358/t51.2885-15/e35/p1080x1080/64259823_719358345180836_4696621867158201237_n.jpg?_nc_ht=scontent-icn1-1.cdninstagram.com,"....
#일단 #가입 #ㅋㅋㅋ
#빔 #E #스쿠터 #쉐어링 ???만 할랬는데
#킥고잉 도 있어서 같이 가입
언젠가는 타보겠지 ㅋ
#한강 한강 가보즈아~~~~",https://scontent-icn1-1.cdninstagram.com/vp/1f9dec42463f820fc5bee40ba0c7e5e3/5DB415F1/t51.2885-15/e35/p1080x1080/67619557_490068315060780_966972119793475673_n.jpg?_nc_ht=scontent-icn1-1.cdninstagram.com,https://scontent-icn1-1.cdninstagram.com/vp/25720b72c349e243b46ac80695713f46/5DCAE627/t51.2885-15/e35/p1080x1080/66487374_345584033009474_1826022946061500228_n.jpg?_nc_ht=scontent-icn1-1.cdninstagram.com,,,,,,,,
https://www.instagram.com/p/B0QE-vJgEjR/,2019-07-23T07:41:05.000Z,https://scontent-icn1-1.cdninstagram.com/vp/abeaee2e24ba002a268686c4c37c0279/5D3AD194/t51.2885-15/e35/66477890_2060057027434090_6508071466397004076_n.jpg?_nc_ht=scontent-icn1-1.cdninstagram.com,#21세기축지법 #킥고잉 #킥고잉꿀잼,,,,,,,,,,
https://www.instagram.com/p/B0QBr_VlPhu/,2019-07-23T07:11:20.000Z,https://scontent-icn1-1.cdninstagram.com/vp/177fcf23ee4d69738a1d3ccd9b257b83/5DE34F21/t51.2885-15/e35/s1080x1080/66389958_470205600477476_9117170753026860841_n.jpg?_nc_ht=scontent-icn1-1.cdninstagram.com,#킥고잉 #21세기축지법 #킥고잉꿀잼,,,,,,,,,,
https://www.instagram.com/p/B0QBM7JDgIm/,2019-07-23T07:07:05.000Z,https://scontent-icn1-1.cdninstagram.com/vp/e503eedee67b4a728141ba1a90573e96/5DB74A64/t51.2885-15/e35/s1080x1080/65781160_679457932481643_3933991441692764853_n.jpg?_nc_ht=scontent-icn1-1.cdninstagram.com,#킥고잉 #21세기축지법 #킥고잉꿀잼,https://scontent-icn1-1.cdninstagram.com/vp/e3fdc73009c5ebb3edafb866e14371ae/5DEE3A6E/t51.2885-15/e35/s1080x1080/67000032_884297995268338_4500606284425577587_n.jpg?_nc_ht=scontent-icn1-1.cdninstagram.com,,,,,,,,,
https://www.instagram.com/p/B0QAKywAlMx/,2019-07-23T06:58:04.000Z,https://scontent-icn1-1.cdninstagram.com/vp/a27e72b90f4054bca65233fd48a3bd02/5DD0C3E4/t51.2885-15/e35/67066616_555441211651850_1714428537845659353_n.jpg?_nc_ht=scontent-icn1-1.cdninstagram.com,#킥고잉 #21세기축지법 #킥고잉꿀잼,,,,,,,,,,
https://www.instagram.com/p/B0P_lt0A99M/,2019-07-23T06:53:00.000Z,https://scontent-icn1-1.cdninstagram.com/vp/1abfde878264bb0fea8fc2558cd8175e/5DD599EC/t51.2885-15/e35/s1080x1080/66847849_116227263008424_5495665961226884416_n.jpg?_nc_ht=scontent-icn1-1.cdninstagram.com,"맛들린 킥고잉~!!
#킥고잉 #21세기축지법 #킥고잉꿀잼 #병원고고싱",,,,,,,,,,
https://www.instagram.com/p/B0P8bUHhJgF/,2019-07-23T06:25:22.000Z,https://scontent-icn1-1.cdninstagram.com/vp/cf4ea83616408bb421e321373b9785b2/5DD573E6/t51.2885-15/e35/67109682_117754482848601_3102136679940099026_n.jpg?_nc_ht=scontent-icn1-1.cdninstagram.com,"워킹맘의 출근법
#따릉이 타고 #분당선 타고 #전동킥보드 타고
.
.
#복직3주차 #피곤하지만 #사람꼴
#킥고잉 #21세기축지법 #킥고잉꿀잼",https://scontent-icn1-1.cdninstagram.com/vp/a84d7c14b6ea2c4d8515204e613c70dc/5DC7B2A8/t51.2885-15/e35/67122833_772858093116296_1457321977694555039_n.jpg?_nc_ht=scontent-icn1-1.cdninstagram.com,,,,,,,,,
https://www.instagram.com/p/B0P3KMWFd8O/,2019-07-23T05:39:20.000Z,https://scontent-icn1-1.cdninstagram.com/vp/aa20dbcce59f682c02b294e597aadb00/5DCF6835/t51.2885-15/e35/67239437_385682258748764_2188234100440634437_n.jpg?_nc_ht=scontent-icn1-1.cdninstagram.com,#킥고잉 #21세기축지법,,,,,,,,,,
https://www.instagram.com/p/B0Pynesgffw/,2019-07-23T04:59:39.000Z,https://scontent-icn1-1.cdninstagram.com/vp/781a2d48c32cb94d286798c8a0981694/5DCB878C/t51.2885-15/e35/66174356_365197624196293_6219442450815610787_n.jpg?_nc_ht=scontent-icn1-1.cdninstagram.com,#킥고잉 #21세기축지법 #킥고잉꿀잼,,,,,,,,,,
https://www.instagram.com/p/B0PuG_BpQ0N/,2019-07-23T04:20:15.000Z,https://scontent-icn1-1.cdninstagram.com/vp/b638692072ab52aef2b17a9f1e87a937/5DEB934E/t51.2885-15/e35/66796161_622283704949999_3047548616751280153_n.jpg?_nc_ht=scontent-icn1-1.cdninstagram.com,#킥고잉 #21세기축지법 #킥고잉꿀잼,,,,,,,,,,
https://www.instagram.com/p/B0Ptk3lBjFy/,2019-07-23T04:15:36.000Z,https://scontent-icn1-1.cdninstagram.com/vp/596f6df489675b30942b5ba57bf3f095/5DE34237/t51.2885-15/e35/65748653_191240181870003_3372652350521106046_n.jpg?_nc_ht=scontent-icn1-1.cdninstagram.com,#킥고잉#21세기축지법#킥고잉꿀잼,,,,,,,,,,
https://www.instagram.com/p/B0PkTHSBLVM/,2019-07-23T02:54:32.000Z,https://scontent-icn1-1.cdninstagram.com/vp/9f6db6c6a49eb0f91aee808dc6bc24e8/5DEDD621/t51.2885-15/fr/e15/s1080x1080/66301778_144445173318830_6091855561103920284_n.jpg?_nc_ht=scontent-icn1-1.cdninstagram.com,#킥고잉 #21세기축지법 #킥고잉꿀잼,,,,,,,,,,
https://www.instagram.com/p/B0PiZUoFcMm/,2019-07-23T02:37:54.000Z,https://scontent-icn1-1.cdninstagram.com/vp/64fca8a8fa711baf158cfb0458812417/5DE53361/t51.2885-15/e35/s1080x1080/66428091_352596812306700_1028620273253717664_n.jpg?_nc_ht=scontent-icn1-1.cdninstagram.com,Smart mobility war is begun in Gangnam Seoul. 서울에 공유 킥보드 업체들이 한꺼번에 3개 +1개 나 생겨남. 어디서들 이렇게 투자들을 받아오는지 부럽 ㅎㅎㅎ #킥고잉 #kickgoing #씽씽 #xingxing #고고씽 #gogo-ssing,,,,,,,,,,
https://www.instagram.com/p/B0Pcei9HZuo/,2019-07-23T01:46:11.000Z,https://scontent-icn1-1.cdninstagram.com/vp/01406bc7efabf83da676fe28ffce9ec7/5DD1EF5A/t51.2885-15/e35/s1080x1080/66345652_2517040511682064_3192182606805986082_n.jpg?_nc_ht=scontent-icn1-1.cdninstagram.com,#킥고잉 #21세기축지법 #킥고잉꿀잼,,,,,,,,,,
https://www.instagram.com/p/B0PaftcHoQO/,2019-07-23T01:28:52.000Z,https://scontent-icn1-1.cdninstagram.com/vp/95ebb410115370d7c578a15a5e84a753/5DD5A1EB/t51.2885-15/e35/66648614_1622332444566225_1231626265320546287_n.jpg?_nc_ht=scontent-icn1-1.cdninstagram.com,"#킥고잉#21세기축지법#킥고잉꿀잼
근데 연결 안돼서 못탄건 함정",,,,,,,,,,
https://www.instagram.com/p/B0PY5LGlWDk/,2019-07-23T01:14:52.000Z,https://scontent-icn1-1.cdninstagram.com/vp/4ae036a91dac5ec42736b96991666a2b/5DCF30C1/t51.2885-15/e35/66422235_159674018504301_8847372905440044948_n.jpg?_nc_ht=scontent-icn1-1.cdninstagram.com,"#킥고잉 #21세기축지법 #킥고잉꿀잼
킥고잉 지역확장 되서 너무좋아요~~!!",,,,,,,,,,
